communityIdNumber,communityName,county,state,initialFloodHazardBoundaryMap,initialFloodInsuranceRateMap,currentlyEffectiveMapDate,regularEmergencyProgramDate,tribal,participatingInNFIP,originalEntryDate,classRatingEffectiveDate,classRating,sfhaDiscount,nonSfhaDiscount,lastRefresh
550180,"MINERAL POINT, CITY OF",IOWA COUNTY,WI,1974-05-31T00:00:00.000Z,1987-07-16T00:00:00.000Z,12/16/15,07/16/87,0,1,,,,,,2024-11-09T09:18:23.253Z
550181,"RIDGEWAY, VILLAGE OF",IOWA COUNTY,WI,1974-09-20T00:00:00.000Z,1979-01-05T00:00:00.000Z,12/16/15(M),01/05/79,0,1,,,,,,2024-11-09T09:18:23.260Z
350068,"LAS VEGAS, CITY OF",SAN MIGUEL COUNTY,NM,1974-06-28T00:00:00.000Z,1983-04-19T00:00:00.000Z,12/03/10,09/18/86,0,1,,,,,,2024-11-09T09:17:14.510Z
350069,SANTA FE COUNTY *,SANTA FE COUNTY,NM,1977-12-20T00:00:00.000Z,1988-11-04T00:00:00.000Z,12/04/12,11/04/88,0,1,,,,,,2024-11-09T09:17:14.516Z
350070,"SANTA FE, CITY OF",SANTA FE COUNTY,NM,1977-05-10T00:00:00.000Z,1980-07-02T00:00:00.000Z,12/04/12,07/02/80,0,1,,,,,,2024-11-09T09:17:14.525Z
350071,SIERRA COUNTY*,SIERRA COUNTY,NM,1978-05-02T00:00:00.000Z,1986-06-03T00:00:00.000Z,07/16/96,06/03/86,0,1,,,,,,2024-11-09T09:17:14.531Z
550182,IRON COUNTY*,IRON COUNTY,WI,1975-02-14T00:00:00.000Z,1988-04-01T00:00:00.000Z,05/23/23,04/01/88,0,1,,,,,,2024-11-09T09:18:23.266Z
550183,"WALES, VILLAGE OF",WAUKESHA COUNTY,WI,,2008-11-19T00:00:00.000Z,10/19/23,12/12/14,0,1,,,,,,2024-11-09T09:18:23.272Z
550184,"MONTREAL, CITY OF",IRON COUNTY,WI,1974-05-10T00:00:00.000Z,1988-11-04T00:00:00.000Z,05/23/23,11/04/88,0,1,,,,,,2024-11-09T09:18:23.278Z
355333,"RIO COMMUNITIES, CITY OF",VALENCIA COUNTY,NM,,2010-08-19T00:00:00.000Z,08/19/10,10/23/14,0,1,,,,,,2024-11-09T09:17:14.863Z
360001,"ALBANY, CITY OF",ALBANY COUNTY,NY,1974-05-03T00:00:00.000Z,1980-04-15T00:00:00.000Z,03/16/15,04/15/80,0,1,,,,,,2024-11-09T09:17:14.869Z
360002,"ALTAMONT, VILLAGE OF",ALBANY COUNTY,NY,1974-04-12T00:00:00.000Z,1983-08-15T00:00:00.000Z,03/16/15,08/15/83,0,1,,,,,,2024-11-09T09:17:14.875Z
360003,"BERNE,TOWN OF",ALBANY COUNTY,NY,1974-06-28T00:00:00.000Z,1987-08-01T00:00:00.000Z,03/16/15(M),08/01/87,0,1,,,,,,2024-11-09T09:17:14.882Z
360064,"COLD SPRING, TOWN OF",CATTARAUGUS COUNTY,NY,1974-06-21T00:00:00.000Z,1978-03-01T00:00:00.000Z,03/01/78,12/21/78,0,1,,,,,,2024-11-09T09:17:15.245Z
360065,"CONEWANGO, TOWN OF",CATTARAUGUS COUNTY,NY,1976-07-16T00:00:00.000Z,1982-07-30T00:00:00.000Z,07/30/82(M),07/30/82,0,1,,,,,,2024-11-09T09:17:15.251Z
360066,"DAYTON, TOWN OF",CATTARAUGUS COUNTY,NY,1974-08-09T00:00:00.000Z,1984-05-25T00:00:00.000Z,05/25/84(M),05/25/84,0,1,,,,,,2024-11-09T09:17:15.257Z
360067,"EAST OTTO, TOWN OF",CATTARAUGUS COUNTY,NY,1974-06-21T00:00:00.000Z,1976-05-28T00:00:00.000Z,04/20/84(M),04/20/84,0,1,,,,,,2024-11-09T09:17:15.264Z
360068,"EAST RANDOLPH, VILLAGE OF",CATTARAUGUS COUNTY,NY,1976-01-23T00:00:00.000Z,1978-02-01T00:00:00.000Z,02/01/78,02/01/78,0,1,,,,,,2024-11-09T09:17:15.270Z
360085,"MANSFIELD, TOWN OF",CATTARAUGUS COUNTY,NY,1974-05-31T00:00:00.000Z,1984-05-25T00:00:00.000Z,05/25/84(M),05/25/84,0,1,,,,,,2024-11-09T09:17:15.376Z
360086,"NAPOLI, TOWN OF",CATTARAUGUS COUNTY,NY,1976-01-02T00:00:00.000Z,1982-07-02T00:00:00.000Z,07/02/82(M),07/02/82,0,1,,,,,,2024-11-09T09:17:15.382Z
360087,"NEW ALBION, TOWN OF",CATTARAUGUS COUNTY,NY,1974-05-17T00:00:00.000Z,1982-12-03T00:00:00.000Z,12/03/82(M),12/03/82,0,1,,,,,,2024-11-09T09:17:15.388Z
360088,"OLEAN, CITY OF",CATTARAUGUS COUNTY,NY,1973-05-25T00:00:00.000Z,1978-11-01T00:00:00.000Z,05/09/80,11/01/78,0,1,,,,,,2024-11-09T09:17:15.398Z
360089,"OLEAN, TOWN OF",CATTARAUGUS COUNTY,NY,1973-10-05T00:00:00.000Z,1979-02-01T00:00:00.000Z,02/01/79,02/01/79,0,1,,,,,,2024-11-09T09:17:15.404Z
550187,"HIXTON, VILLAGE OF",JACKSON COUNTY,WI,1974-05-17T00:00:00.000Z,1987-01-02T00:00:00.000Z,09/28/12,01/02/87,0,1,,,,,,2024-11-09T09:18:23.291Z
550188,"MELROSE, VILLAGE OF",JACKSON COUNTY,WI,1973-12-17T00:00:00.000Z,1981-03-16T00:00:00.000Z,09/28/12,03/16/81,0,1,,,,,,2024-11-09T09:18:23.301Z
550189,"MERRILLAN, VILLAGE OF",JACKSON COUNTY,WI,1974-05-31T00:00:00.000Z,1986-09-01T00:00:00.000Z,09/28/12(M),09/01/86,0,1,,,,,,2024-11-09T09:18:23.307Z
550190,"TAYLOR,VILLAGE OF",JACKSON COUNTY,WI,1973-12-07T00:00:00.000Z,1987-06-01T00:00:00.000Z,09/28/12,06/01/87,0,1,,,,,,2024-11-09T09:18:23.313Z
550191,JEFFERSON COUNTY *,JEFFERSON COUNTY,WI,1978-09-29T00:00:00.000Z,1978-09-29T00:00:00.000Z,02/04/15,09/29/78,0,1,,,,,,2024-11-09T09:18:23.319Z
360069,"ELLICOTTVILLE, TOWN OF",CATTARAUGUS COUNTY,NY,1974-05-31T00:00:00.000Z,1978-05-15T00:00:00.000Z,01/19/00,05/15/78,0,1,,,,,,2024-11-09T09:17:15.276Z
360070,"ELLICOTTVILLE, VILLAGE OF",CATTARAUGUS COUNTY,NY,1974-05-24T00:00:00.000Z,1979-02-01T00:00:00.000Z,05/02/94,02/01/79,0,1,,,,,,2024-11-09T09:17:15.282Z
360071,"FARMERSVILLE, TOWN OF",CATTARAUGUS COUNTY,NY,1974-06-28T00:00:00.000Z,1982-07-23T00:00:00.000Z,07/23/82(M),07/23/82,0,1,,,,,,2024-11-09T09:17:15.288Z
360072,"FRANKLINVILLE, TOWN OF",CATTARAUGUS COUNTY,NY,1976-11-05T00:00:00.000Z,1978-07-17T00:00:00.000Z,07/17/78,07/17/78,0,1,,,,,,2024-11-09T09:17:15.294Z
360073,"FRANKLINVILLE, VILLAGE OF",CATTARAUGUS COUNTY,NY,1974-05-31T00:00:00.000Z,1978-07-03T00:00:00.000Z,07/03/78,07/03/78,0,1,,,,,,2024-11-09T09:17:15.300Z
360074,"FREEDOM, TOWN OF",CATTARAUGUS COUNTY,NY,1974-05-31T00:00:00.000Z,1984-05-25T00:00:00.000Z,08/19/91,05/25/84,0,1,,,,,,2024-11-09T09:17:15.306Z
360076,"GREAT VALLEY, TOWN OF",CATTARAUGUS COUNTY,NY,1974-06-28T00:00:00.000Z,1978-07-17T00:00:00.000Z,07/17/78,07/17/78,0,1,,,,,,2024-11-09T09:17:15.321Z
360077,"HINSDALE, TOWN OF",CATTARAUGUS COUNTY,NY,1974-05-31T00:00:00.000Z,1979-01-17T00:00:00.000Z,01/17/79,01/17/79,0,1,,,,,,2024-11-09T09:17:15.327Z
360078,"HUMPHREY, TOWN OF",CATTARAUGUS COUNTY,NY,1974-08-30T00:00:00.000Z,1982-08-13T00:00:00.000Z,08/13/82(M),08/13/82,0,1,,,,,,2024-11-09T09:17:15.334Z
360079,"ISCHUA, TOWN OF",CATTARAUGUS COUNTY,NY,1974-05-31T00:00:00.000Z,1978-08-15T00:00:00.000Z,08/15/78,08/15/78,0,1,,,,,,2024-11-09T09:17:15.340Z
360080,"LEON, TOWN OF",CATTARAUGUS COUNTY,NY,1976-06-18T00:00:00.000Z,1982-08-13T00:00:00.000Z,08/13/82(M),08/13/82,0,1,,,,,,2024-11-09T09:17:15.346Z
360081,"LIMESTONE, VILLAGE OF",CATTARAUGUS COUNTY,NY,1974-05-17T00:00:00.000Z,1978-04-17T00:00:00.000Z,04/17/78,04/17/78,0,1,,,,,,2024-11-09T09:17:15.352Z
360082,"LITTLE VALLEY, VILLAGE OF",CATTARAUGUS COUNTY,NY,1974-05-31T00:00:00.000Z,1978-02-01T00:00:00.000Z,02/01/78,02/01/78,0,1,,,,,,2024-11-09T09:17:15.358Z
360083,"LYNDON, TOWN OF",CATTARAUGUS COUNTY,NY,1974-08-09T00:00:00.000Z,1982-07-16T00:00:00.000Z,07/16/82(M),07/16/82,0,1,,,,,,2024-11-09T09:17:15.365Z
360084,"MACHIAS, TOWN OF",CATTARAUGUS COUNTY,NY,1974-10-18T00:00:00.000Z,1982-08-20T00:00:00.000Z,08/20/82(M),08/20/82,0,1,,,,,,2024-11-09T09:17:15.371Z
550192,"PEWAUKEE, CITY OF ",WAUKESHA COUNTY,WI,,2008-11-19T00:00:00.000Z,10/19/23,12/11/12,0,1,,,,,,2024-11-09T09:18:23.325Z
550193,"KRONENWETTER, VILLAGE OF",MARATHON COUNTY,WI,,1981-08-03T00:00:00.000Z,07/22/10,10/07/08,0,1,,,,,,2024-11-09T09:18:23.331Z
550194,"JOHNSON CREEK, VILLAGE OF",JEFFERSON COUNTY,WI,1974-01-09T00:00:00.000Z,1982-09-30T00:00:00.000Z,02/04/15,09/30/82,0,1,,,,,,2024-11-09T09:18:23.338Z
550195,"LAKE MILLS,CITY OF",JEFFERSON COUNTY,WI,1974-05-17T00:00:00.000Z,1987-07-02T00:00:00.000Z,02/04/15,07/02/87,0,1,,,,,,2024-11-09T09:18:23.344Z
550196,"PALMYRA, VILLAGE OF",JEFFERSON COUNTY,WI,1974-05-17T00:00:00.000Z,1990-05-03T00:00:00.000Z,02/04/15,05/03/90,0,1,,,,,,2024-11-09T09:18:23.350Z
360125,"SPRINGPORT, TOWN OF",CAYUGA COUNTY,NY,1974-05-17T00:00:00.000Z,1984-02-06T00:00:00.000Z,08/02/07,02/06/84,0,1,,,,,,2024-11-09T09:17:15.639Z
550217,LA CROSSE COUNTY *,LA CROSSE COUNTY,WI,,1984-03-15T00:00:00.000Z,01/06/12,03/15/84,0,1,,,,,,2024-11-09T09:18:23.474Z
550218,"BANGOR, VILLAGE OF",LA CROSSE COUNTY,WI,1974-01-16T00:00:00.000Z,1981-01-02T00:00:00.000Z,01/06/12,01/02/81,0,1,,,,,,2024-11-09T09:18:23.480Z
550219,"HOLMEN, VILLAGE OF",LA CROSSE COUNTY,WI,1974-05-17T00:00:00.000Z,1979-04-20T00:00:00.000Z,01/06/12,04/20/79,0,1,,,,,,2024-11-09T09:18:23.488Z
360186,"TRUXTON, TOWN OF",CORTLAND COUNTY,NY,1974-04-05T00:00:00.000Z,1985-05-15T00:00:00.000Z,03/02/10(M),05/15/85,0,1,,,,,,2024-11-09T09:17:16.015Z
360187,"VIRGIL, TOWN OF",CORTLAND COUNTY,NY,1974-03-29T00:00:00.000Z,1985-05-15T00:00:00.000Z,03/02/10,05/15/85,0,1,,,,,,2024-11-09T09:17:16.021Z
360203,"HARPERSFIELD, TOWN OF",DELAWARE COUNTY,NY,1974-07-26T00:00:00.000Z,1985-06-05T00:00:00.000Z,06/16/16,06/05/85,0,1,,,,,,2024-11-09T09:17:16.118Z
360188,"ANDES, TOWN OF",DELAWARE COUNTY,NY,1974-08-16T00:00:00.000Z,1985-05-01T00:00:00.000Z,06/16/16,05/01/85,0,1,,,,,,2024-11-09T09:17:16.028Z
360189,"ANDES, VILLAGE OF",DELAWARE COUNTY,NY,1974-08-16T00:00:00.000Z,1986-04-01T00:00:00.000Z,04/01/86(L),04/01/86,0,1,,,,,,2024-11-09T09:17:16.034Z
360190,"BOVINA, TOWN OF",DELAWARE COUNTY,NY,1974-06-28T00:00:00.000Z,1985-05-01T00:00:00.000Z,06/16/16,05/01/85,0,1,,,,,,2024-11-09T09:17:16.040Z
360191,"COLCHESTER,TOWN OF",DELAWARE COUNTY,NY,1974-06-28T00:00:00.000Z,1986-01-03T00:00:00.000Z,06/16/16,01/03/86,0,1,,,,,,2024-11-09T09:17:16.046Z
360192,"DAVENPORT, TOWN OF",DELAWARE COUNTY,NY,1974-07-26T00:00:00.000Z,1985-05-15T00:00:00.000Z,06/19/12,05/15/85,0,1,,,,,,2024-11-09T09:17:16.052Z
360204,"HOBART, VILLAGE OF",DELAWARE COUNTY,NY,1974-05-24T00:00:00.000Z,1985-05-15T00:00:00.000Z,06/16/16,05/15/85,0,1,,,,,,2024-11-09T09:17:16.124Z
360205,"KORTRIGHT, TOWN OF",DELAWARE COUNTY,NY,1974-06-28T00:00:00.000Z,1985-05-15T00:00:00.000Z,06/16/16,05/15/85,0,1,,,,,,2024-11-09T09:17:16.130Z
360206,"MASONVILLE, TOWN OF",DELAWARE COUNTY,NY,1974-06-28T00:00:00.000Z,1985-11-01T00:00:00.000Z,06/16/16,11/01/85,0,1,,,,,,2024-11-09T09:17:16.137Z
360207,"MEREDITH, TOWN OF",DELAWARE COUNTY,NY,1974-06-28T00:00:00.000Z,1985-05-15T00:00:00.000Z,06/16/16,05/15/85,0,1,,,,,,2024-11-09T09:17:16.143Z
550197,"SULLIVAN, VILLAGE OF",JEFFERSON COUNTY,WI,1974-04-12T00:00:00.000Z,1985-09-18T00:00:00.000Z,02/04/15(M),09/18/85,0,1,,,,,,2024-11-09T09:18:23.356Z
550198,"WATERLOO, CITY OF",JEFFERSON COUNTY,WI,1973-12-28T00:00:00.000Z,1985-09-18T00:00:00.000Z,02/04/15,09/18/85,0,1,,,,,,2024-11-09T09:18:23.363Z
550200,"WHITEWATER, CITY OF",JEFFERSON COUNTY/WALWORTH COUNTY,WI,1974-01-09T00:00:00.000Z,1982-06-01T00:00:00.000Z,02/04/15,06/01/82,0,1,,,,,,2024-11-09T09:18:23.369Z
550202,"HUSTLER, VILLAGE OF",JUNEAU COUNTY,WI,1974-08-23T00:00:00.000Z,1991-09-18T00:00:00.000Z,10/16/12(M),08/24/12,0,1,,,,,,2024-11-09T09:18:23.382Z
550204,"MAUSTON, CITY OF",JUNEAU COUNTY,WI,1973-12-17T00:00:00.000Z,1991-09-18T00:00:00.000Z,10/16/12,09/18/91,0,1,,,,,,2024-11-09T09:18:23.388Z
550205,"NECEDAH, VILLAGE OF",JUNEAU COUNTY,WI,1974-01-09T00:00:00.000Z,1991-09-18T00:00:00.000Z,10/16/12,01/27/92,0,1,,,,,,2024-11-09T09:18:23.394Z
550206,"NEW LISBON, CITY OF",JUNEAU COUNTY,WI,1973-12-17T00:00:00.000Z,1991-09-18T00:00:00.000Z,10/16/12,09/18/91,0,1,,,,,,2024-11-09T09:18:23.400Z
550207,"UNION CENTER, VILLAGE OF",JUNEAU COUNTY,WI,1974-11-15T00:00:00.000Z,1991-09-18T00:00:00.000Z,10/16/12,03/13/13,0,1,,,,,,2024-11-09T09:18:23.407Z
550208,"WONEWOC, VILLAGE OF",JUNEAU COUNTY,WI,1973-12-07T00:00:00.000Z,1988-09-30T00:00:00.000Z,10/16/12,09/30/88,0,1,,,,,,2024-11-09T09:18:23.413Z
550209,"KENOSHA, CITY OF",KENOSHA COUNTY,WI,1973-12-28T00:00:00.000Z,1982-09-02T00:00:00.000Z,04/11/24,09/02/82,0,1,,,,,,2024-11-09T09:18:23.419Z
360193,"DELHI, TOWN OF",DELAWARE COUNTY,NY,1974-07-26T00:00:00.000Z,1985-07-18T00:00:00.000Z,06/16/16,07/18/85,0,1,,,,,,2024-11-09T09:17:16.058Z
550211,"TWIN LAKES, VILLAGE OF",KENOSHA COUNTY,WI,1974-06-07T00:00:00.000Z,1982-06-01T00:00:00.000Z,04/11/24,06/01/82,0,1,,,,,,2024-11-09T09:18:23.425Z
550212,KEWAUNEE COUNTY *,KEWAUNEE COUNTY,WI,1978-04-21T00:00:00.000Z,1980-09-03T00:00:00.000Z,08/28/24,09/03/80,0,1,,,,,,2024-11-09T09:18:23.432Z
550213,"ALGOMA, CITY OF",KEWAUNEE COUNTY,WI,1974-01-09T00:00:00.000Z,1979-06-15T00:00:00.000Z,08/28/24,06/15/79,0,1,,,,,,2024-11-09T09:18:23.438Z
360194,"SOUTH BLOOMING GROVE, VILLAGE OF",ORANGE COUNTY,NY,,2009-08-03T00:00:00.000Z,08/03/09,02/13/09,0,1,,,,,,2024-11-09T09:17:16.067Z
360195,"DEPOSIT, TOWN OF",DELAWARE COUNTY,NY,1974-06-21T00:00:00.000Z,1986-03-18T00:00:00.000Z,06/19/12,03/18/86,0,1,,,,,,2024-11-09T09:17:16.073Z
360197,"FLEISCHMANNS, VILLAGE OF",DELAWARE COUNTY,NY,1974-12-06T00:00:00.000Z,1986-01-17T00:00:00.000Z,06/16/16,01/17/86,0,1,2015-05-01T00:00:00.000Z,2015-05-01T00:00:00.000Z,9,05%,05%,2024-11-09T09:17:16.079Z
550214,"CASCO, VILLAGE OF",KEWAUNEE COUNTY,WI,1974-11-15T00:00:00.000Z,1979-08-15T00:00:00.000Z,08/28/24,08/15/79,0,1,,,,,,2024-11-09T09:18:23.449Z
360198,"FRANKLIN, TOWN OF",DELAWARE COUNTY,NY,1974-08-16T00:00:00.000Z,1988-04-01T00:00:00.000Z,06/16/16,04/01/88,0,1,,,,,,2024-11-09T09:17:16.085Z
360199,"FRANKLIN, VILLAGE OF",DELAWARE COUNTY,NY,1974-05-31T00:00:00.000Z,1987-08-01T00:00:00.000Z,06/19/12(M),08/01/87,0,1,,,,,,2024-11-09T09:17:16.093Z
360200,"HAMDEN,TOWN OF",DELAWARE COUNTY,NY,1974-06-28T00:00:00.000Z,1986-03-04T00:00:00.000Z,06/16/16,03/04/86,0,1,,,,,,2024-11-09T09:17:16.099Z
360201,"HANCOCK, TOWN OF",DELAWARE COUNTY,NY,1974-06-28T00:00:00.000Z,1990-09-28T00:00:00.000Z,06/19/12,09/28/90,0,1,,,,,,2024-11-09T09:17:16.106Z
360202,"HANCOCK, VILLAGE OF",DELAWARE COUNTY,NY,1974-05-13T00:00:00.000Z,1982-12-10T00:00:00.000Z,06/19/12,12/10/82,0,1,,,,,,2024-11-09T09:17:16.112Z
550215,"KEWAUNEE, CITY OF",KEWAUNEE COUNTY,WI,1974-02-08T00:00:00.000Z,1980-02-15T00:00:00.000Z,08/28/24,02/15/80,0,1,,,,,,2024-11-09T09:18:23.462Z
550216,"LUXEMBURG, VILLAGE OF",KEWAUNEE COUNTY,WI,1974-05-10T00:00:00.000Z,1986-09-04T00:00:00.000Z,08/28/24,09/04/86,0,1,,,,,,2024-11-09T09:18:23.468Z
360250,"MARILLA, TOWN OF",ERIE COUNTY,NY,1974-05-17T00:00:00.000Z,1978-09-29T00:00:00.000Z,06/07/19,09/29/78,0,1,,,,,,2024-11-09T09:17:16.408Z
360251,"NEWSTEAD, TOWN OF",ERIE COUNTY,NY,1974-04-12T00:00:00.000Z,1980-11-19T00:00:00.000Z,06/07/19,11/19/80,0,1,,,,,,2024-11-09T09:17:16.414Z
360255,"ORCHARD PARK, TOWN OF",ERIE COUNTY,NY,1974-08-09T00:00:00.000Z,1983-03-16T00:00:00.000Z,06/07/19,03/16/83,0,1,,,,,,2024-11-09T09:17:16.427Z
360256,"SARDINIA, TOWN OF",ERIE COUNTY,NY,1974-06-28T00:00:00.000Z,1983-10-21T00:00:00.000Z,06/07/19,10/21/83,0,1,,,,,,2024-11-09T09:17:16.437Z
360257,"EAST NASSAU, VILLAGE OF",RENSSELAER COUNTY,NY,,1984-09-05T00:00:00.000Z,09/05/84,10/05/07,0,1,,,,,,2024-11-09T09:17:16.445Z
360258,"SPRINGVILLE, VILLAGE OF",ERIE COUNTY,NY,1974-05-17T00:00:00.000Z,1984-02-27T00:00:00.000Z,06/07/19,02/27/84,0,1,,,,,,2024-11-09T09:17:16.453Z
360259,"TONAWANDA, CITY OF",ERIE COUNTY,NY,1979-08-01T00:00:00.000Z,1979-08-01T00:00:00.000Z,06/16/21,08/01/79,0,1,,,,,,2024-11-09T09:17:16.460Z
360260,"TONAWANDA, TOWN OF",ERIE COUNTY,NY,1974-06-07T00:00:00.000Z,1981-08-17T00:00:00.000Z,06/16/21,08/17/81,0,1,,,,,,2024-11-09T09:17:16.467Z
360261,"WALES, TOWN OF",ERIE COUNTY,NY,1974-05-10T00:00:00.000Z,1979-08-15T00:00:00.000Z,06/07/19,08/15/79,0,1,,,,,,2024-11-09T09:17:16.474Z
360262,"WEST SENECA, TOWN OF",ERIE COUNTY,NY,1973-10-12T00:00:00.000Z,1977-02-02T00:00:00.000Z,06/07/19,02/02/77,0,1,,,,,,2024-11-09T09:17:16.481Z
360263,"WILLIAMSVILLE, VILLAGE OF",ERIE COUNTY,NY,1974-05-31T00:00:00.000Z,1982-03-01T00:00:00.000Z,06/07/19,03/01/82,0,1,,,,,,2024-11-09T09:17:16.489Z
360264,"CHESTERFIELD, TOWN OF",ESSEX COUNTY,NY,1974-09-06T00:00:00.000Z,1987-05-04T00:00:00.000Z,05/04/87,05/04/87,0,1,,,,,,2024-11-09T09:17:16.496Z
360265,"JAY, TOWN OF",ESSEX COUNTY,NY,1974-11-08T00:00:00.000Z,1983-08-15T00:00:00.000Z,06/17/02,08/15/83,0,1,,,,,,2024-11-09T09:17:16.502Z
360266,"KEESEVILLE, VILLAGE OF",ESSEX COUNTY,NY,1974-05-31T00:00:00.000Z,1985-06-05T00:00:00.000Z,09/28/07(M),06/05/85,0,1,,,,,,2024-11-09T09:17:16.508Z
360267,"WILLSBORO, TOWN OF",ESSEX COUNTY,NY,1974-11-08T00:00:00.000Z,1987-03-18T00:00:00.000Z,05/18/92,03/18/87,0,1,,,,,,2024-11-09T09:17:16.515Z
360268,"BANGOR, TOWN OF",FRANKLIN COUNTY,NY,1974-08-02T00:00:00.000Z,,(NSFHA),02/14/85,0,1,,,,,,2024-11-09T09:17:16.521Z
360269,"BOMBAY, TOWN OF",FRANKLIN COUNTY,NY,1974-09-06T00:00:00.000Z,1985-02-15T00:00:00.000Z,02/15/85(M),02/15/85,0,1,,,,,,2024-11-09T09:17:16.528Z
360270,"FORT COVINGTON, TOWN OF",FRANKLIN COUNTY,NY,1974-08-09T00:00:00.000Z,1983-01-31T00:00:00.000Z,12/23/83(M),01/31/83,0,1,,,,,,2024-11-09T09:17:16.535Z
360271,"MALONE, TOWN OF",FRANKLIN COUNTY,NY,1974-09-20T00:00:00.000Z,1985-09-04T00:00:00.000Z,09/04/85(M),09/04/85,0,1,,,,,,2024-11-09T09:17:16.541Z
360272,"MALONE, VILLAGE OF",FRANKLIN COUNTY,NY,1974-04-05T00:00:00.000Z,1978-04-03T00:00:00.000Z,04/03/78,04/03/78,0,1,,,,,,2024-11-09T09:17:16.548Z
360273,"SARANAC LAKE, VILLAGE OF",ESSEX COUNTY/FRANKLIN COUNTY,NY,1974-05-31T00:00:00.000Z,1985-05-01T00:00:00.000Z,01/02/92,05/01/85,0,1,,,,,,2024-11-09T09:17:16.555Z
360295,"NEW BALTIMORE, TOWN OF",GREENE COUNTY,NY,1976-12-17T00:00:00.000Z,1982-07-23T00:00:00.000Z,05/16/08(M),07/23/82,0,1,,,,,,2024-11-09T09:17:16.720Z
360329,"CHAUMONT, VILLAGE OF",JEFFERSON COUNTY,NY,1974-05-17T00:00:00.000Z,1985-08-05T00:00:00.000Z,09/08/99,08/05/85,0,1,,,,,,2024-11-09T09:17:16.943Z
360330,"CLAYTON, TOWN OF",JEFFERSON COUNTY,NY,1974-06-14T00:00:00.000Z,1985-06-19T00:00:00.000Z,04/02/86,06/19/85,0,1,,,,,,2024-11-09T09:17:16.949Z
360331,"CLAYTON, VILLAGE OF",JEFFERSON COUNTY,NY,1974-05-31T00:00:00.000Z,1977-12-01T00:00:00.000Z,12/01/77,12/01/77,0,1,,,,,,2024-11-09T09:17:16.955Z
360332,"DEFERIET, VILLAGE OF",JEFFERSON COUNTY,NY,1974-10-18T00:00:00.000Z,,(NSFHA),12/19/84,0,1,,,,,,2024-11-09T09:17:16.961Z
360333,"DEXTER, VILLAGE OF",JEFFERSON COUNTY,NY,1974-07-26T00:00:00.000Z,1985-06-05T00:00:00.000Z,06/15/94,06/05/85,0,1,,,,,,2024-11-09T09:17:16.967Z
360334,"ELLISBURG, TOWN OF",JEFFERSON COUNTY,NY,1974-04-05T00:00:00.000Z,1978-08-15T00:00:00.000Z,05/18/92,08/15/78,0,1,,,,,,2024-11-09T09:17:16.973Z
360335,"ELLISBURG, VILLAGE OF",JEFFERSON COUNTY,NY,1974-08-30T00:00:00.000Z,1985-06-19T00:00:00.000Z,06/19/85(M),06/19/85,0,1,,,,,,2024-11-09T09:17:16.979Z
360336,"GLEN PARK, VILLAGE OF",JEFFERSON COUNTY,NY,1974-03-29T00:00:00.000Z,,(NSFHA),12/19/84,0,1,,,,,,2024-11-09T09:17:16.985Z
360337,"EVANS MILLS, VILLAGE OF",JEFFERSON COUNTY,NY,1974-05-17T00:00:00.000Z,1986-02-05T00:00:00.000Z,01/02/92,02/05/86,0,1,,,,,,2024-11-09T09:17:16.991Z
360338,"HENDERSON, TOWN OF",JEFFERSON COUNTY,NY,1976-01-23T00:00:00.000Z,1981-03-16T00:00:00.000Z,05/18/92,03/16/81,0,1,,,,,,2024-11-09T09:17:16.997Z
360339,"HERRINGS, VILLAGE OF",JEFFERSON COUNTY,NY,1974-08-09T00:00:00.000Z,1985-12-18T00:00:00.000Z,12/18/85,12/18/85,0,1,,,,,,2024-11-09T09:17:17.003Z
360340,"HOUNSFIELD, TOWN OF",JEFFERSON COUNTY,NY,1976-01-30T00:00:00.000Z,1987-03-18T00:00:00.000Z,05/18/92,03/18/87,0,1,,,,,,2024-11-09T09:17:17.009Z
360341,"LERAY, TOWN OF",JEFFERSON COUNTY,NY,1974-06-28T00:00:00.000Z,1985-07-03T00:00:00.000Z,01/08/14,07/03/85,0,1,,,,,,2024-11-09T09:17:17.015Z
360343,"LYME, TOWN OF",JEFFERSON COUNTY,NY,1974-06-28T00:00:00.000Z,1986-04-15T00:00:00.000Z,09/02/93,04/15/86,0,1,,,,,,2024-11-09T09:17:17.021Z
360345,"ORLEANS, TOWN OF",JEFFERSON COUNTY,NY,1974-05-31T00:00:00.000Z,1978-03-01T00:00:00.000Z,03/01/78,03/01/78,0,1,,,,,,2024-11-09T09:17:17.027Z
360346,"PAMELIA, TOWN OF",JEFFERSON COUNTY,NY,1974-10-18T00:00:00.000Z,1982-07-30T00:00:00.000Z,01/02/92,07/30/82,0,1,,,,,,2024-11-09T09:17:17.034Z
360347,"PHILADELPHIA, TOWN OF",JEFFERSON COUNTY,NY,1974-06-07T00:00:00.000Z,1989-06-05T00:00:00.000Z,06/05/89(M),06/05/89,0,1,,,,,,2024-11-09T09:17:17.040Z
360378,"WEST TURIN, TOWN OF",LEWIS COUNTY,NY,1974-09-13T00:00:00.000Z,,(NSFHA),07/30/84,0,1,,,,,,2024-11-09T09:17:17.214Z
360441,"AMSTERDAM, TOWN OF",MONTGOMERY COUNTY,NY,1974-07-19T00:00:00.000Z,1987-12-01T00:00:00.000Z,01/19/18,12/01/87,0,1,,,,,,2024-11-09T09:17:17.609Z
